5.747057323053537115e-01 2.403118344675975848e+00 0.000000000000000000e+00
2.868758919804441643e-01 2.318513345979791307e+00 0.000000000000000000e+00
-4.777131918100213648e-02 2.382770799458023170e+00 0.000000000000000000e+00
3.209939620892551249e-01 2.209211976037076308e+00 0.000000000000000000e+00
4.054396778276615487e-01 2.506172123230705928e+00 0.000000000000000000e+00
3.563218793818145880e-01 2.196602031232387731e+00 0.000000000000000000e+00
3.899912388411055364e-01 2.056875161207327274e+00 0.000000000000000000e+00
9.456750041934283701e-02 2.731156470306958628e+00 0.000000000000000000e+00
-3.022513559405788919e-01 2.150616378631869718e+00 0.000000000000000000e+00
1.149881041314805841e-01 2.448469380814223495e+00 0.000000000000000000e+00
-1.038436288854667211e-01 2.242147134373090989e+00 0.000000000000000000e+00
2.136961415299721556e-01 2.223396115656655070e+00 0.000000000000000000e+00
-2.379803398621523070e-02 2.224559869966467041e+00 0.000000000000000000e+00
-1.385873626135274983e-01 2.178026170890665636e+00 0.000000000000000000e+00
1.009890557116448762e-01 2.422220719364224895e+00 0.000000000000000000e+00
-9.854797056483957651e-02 2.211830082636604189e+00 0.000000000000000000e+00
2.651633119409788075e-04 1.975350687841503250e+00 0.000000000000000000e+00
-6.743984990113879863e-02 2.156928991139370311e+00 0.000000000000000000e+00
-9.435991262210990937e-02 2.132708669777024113e+00 0.000000000000000000e+00
-6.462689019927345124e-02 2.111592584604318645e+00 0.000000000000000000e+00
-1.003812362785176521e-01 1.938076732325128670e+00 0.000000000000000000e+00
-2.978642697528612326e-01 2.381768205931120264e+00 0.000000000000000000e+00
-1.370908256309747164e-01 2.191716059314190890e+00 0.000000000000000000e+00
-1.054816993450385099e-01 2.039859912363920724e+00 0.000000000000000000e+00
-2.432729556853031050e-01 2.049713221545894637e+00 0.000000000000000000e+00
1.593767366544257547e-02 2.228876851586905961e+00 0.000000000000000000e+00
6.090390137560891537e-02 2.178298130846523684e+00 0.000000000000000000e+00
-2.393300091096308146e-01 2.175009815324737694e+00 0.000000000000000000e+00
-1.793358225899135960e-02 2.125894672765198390e+00 0.000000000000000000e+00
-3.185800120822381287e-01 1.984170205742709081e+00 0.000000000000000000e+00
-2.866926825465154760e-02 2.219149227783209000e+00 0.000000000000000000e+00
-7.818192820673003363e-02 2.015491588571543424e+00 0.000000000000000000e+00
-2.254965606812890933e-01 2.161231534444983282e+00 0.000000000000000000e+00
-6.028184099582034605e-01 1.940394355198538534e+00 1.000000000000000000e+00
-3.313159046409784314e-01 2.077016151470937100e+00 1.000000000000000000e+00
2.701501052606070097e-02 1.841219946165156607e+00 1.000000000000000000e+00
3.838774339287087667e-03 2.080021004520640648e+00 1.000000000000000000e+00
-3.126155375492090105e-02 2.011885941697578506e+00 1.000000000000000000e+00
-3.983073043217654763e-01 1.894858728720957064e+00 1.000000000000000000e+00
-4.728037056968271701e-01 1.619111797721320967e+00 1.000000000000000000e+00
-2.537635171789371924e-01 1.686620251414113092e+00 1.000000000000000000e+00
-3.628776574939751587e-01 1.953939821047862457e+00 1.000000000000000000e+00
-3.826127242965140507e-01 1.879750315697761742e+00 1.000000000000000000e+00
-3.648044628807826095e-01 1.903848606127818810e+00 1.000000000000000000e+00
-3.811599939096151357e-01 1.656744174559153793e+00 1.000000000000000000e+00
-3.315637831048895978e-01 1.685192478041793729e+00 1.000000000000000000e+00
-2.285293068507590897e-01 1.801284159934654294e+00 1.000000000000000000e+00
-3.499157911847979308e-01 1.935694275783690133e+00 1.000000000000000000e+00
-4.902293323869957309e-01 1.469623338898280673e+00 1.000000000000000000e+00
-2.950192510695247572e-01 1.545148329235329410e+00 1.000000000000000000e+00
-3.136321364105882914e-01 1.872184427144884644e+00 1.000000000000000000e+00
-6.201676991429281305e-01 2.021688170307886612e+00 1.000000000000000000e+00
-2.684266214095922254e-01 1.740881923240073625e+00 1.000000000000000000e+00
-2.511104484696753403e-01 1.621313324775907949e+00 1.000000000000000000e+00
-1.470845146217212851e-01 1.551556236931468602e+00 1.000000000000000000e+00
-5.851846865172284362e-01 1.560913799484680897e+00 1.000000000000000000e+00
7.562435717365462162e-02 1.605269354204969412e+00 1.000000000000000000e+00
-2.017713149991824939e-01 1.401916885606295793e+00 1.000000000000000000e+00
-3.353211517606214942e-01 1.597940942146754750e+00 1.000000000000000000e+00
-3.600422483063258072e-01 1.627838062562858790e+00 1.000000000000000000e+00
-7.010034070429721487e-02 1.563864501810801944e+00 1.000000000000000000e+00
-4.700266396342079878e-01 1.919884433002390534e+00 1.000000000000000000e+00
-3.229931174591609278e-01 1.339971825392497928e+00 1.000000000000000000e+00
-5.067569838557561823e-01 1.498227352038481008e+00 1.000000000000000000e+00
8.705174152387495923e-02 1.366204348312792582e+00 1.000000000000000000e+00
-3.539778594296557057e-01 1.580977558073915379e+00 1.000000000000000000e+00
-3.941239132972508830e-01 1.477662299496045994e+00 1.000000000000000000e+00
-3.016244674096815181e-01 1.460248890413726075e+00 1.000000000000000000e+00
-1.605416927635088253e-01 1.398246457514716212e+00 1.000000000000000000e+00
-4.347908246848380398e-01 1.144942567579838144e+00 1.000000000000000000e+00
-3.657375439896984326e-02 1.314554092130489238e+00 1.000000000000000000e+00
-3.797471675159374005e-01 1.204206531628062349e+00 1.000000000000000000e+00
-1.360079930808968940e-01 1.300837384500627136e+00 1.000000000000000000e+00
2.350225841936873228e-02 1.370068512417302209e+00 1.000000000000000000e+00
